total_spent_so_far,day_of_month,avg_daily_spend,food_spend,transport_spend,shopping_spend,bnpl_spend,entertainment_spend,days_remaining,budget,spend_ratio,income,bnpl_total,num_loans,savings,bnpl_ratio,savings_ratio,persona,has_bnpl,description,actual_month_total,risk_score
118.91,27,4.4,66.54,22.69,9.84,0.0,5.74,3,95.95,1.239,124.75,0.0,0,2.03,0.0,0.016,broke,0,"Village family allowance, studying in Phnom Penh",118.91,25.69
150.72,28,5.38,73.54,29.42,12.06,0.0,7.86,2,117.37,1.284,144.49,0.0,0,0.19,0.0,0.001,broke,0,"Village family allowance, studying in Phnom Penh",152.6,23.28
168.09,28,6.0,74.13,32.72,11.94,0.0,9.29,2,152.65,1.101,194.56,0.0,0,7.27,0.0,0.037,broke,0,"Village family allowance, studying in Phnom Penh",181.11,22.16
46.58,11,4.23,25.0,8.73,3.93,0.0,2.29,19,96.0,0.485,126.45,0.0,0,0.23,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",132.18,9.0
35.86,6,5.98,17.97,6.59,2.77,0.0,1.78,24,148.06,0.242,172.28,0.0,0,3.26,0.0,0.019,broke,0,"Village family allowance, studying in Phnom Penh",181.14,3.07
40.06,4,10.02,22.35,7.9,2.92,0.0,1.78,26,123.59,0.324,154.99,0.0,0,5.78,0.0,0.037,broke,0,"Village family allowance, studying in Phnom Penh",314.73,5.02
21.33,3,7.11,11.15,3.58,1.68,0.0,1.14,27,152.7,0.14,192.3,0.0,0,0.65,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",219.93,8.7
76.31,9,8.48,35.47,12.91,5.87,0.0,3.9,21,127.42,0.599,158.57,0.0,0,1.74,0.0,0.011,broke,0,"Village family allowance, studying in Phnom Penh",265.48,8.29
40.24,12,3.35,18.95,8.02,2.96,16.28,2.24,18,72.96,0.551,105.63,48.83,1,0.0,0.462,0.0,broke,1,"Village family allowance, studying in Phnom Penh",95.55,37.44
166.45,29,5.74,78.07,31.2,12.35,0.0,9.11,1,129.85,1.282,148.48,0.0,0,2.46,0.0,0.017,broke,0,"Village family allowance, studying in Phnom Penh",178.24,14.88
141.05,27,5.22,65.5,25.1,12.09,0.0,7.21,3,121.09,1.165,139.95,0.0,0,0.71,0.0,0.005,broke,0,"Village family allowance, studying in Phnom Penh",155.37,21.26
146.79,24,6.12,68.82,24.04,11.99,0.0,7.8,6,134.53,1.091,155.49,0.0,0,4.42,0.0,0.028,broke,0,"Village family allowance, studying in Phnom Penh",192.91,17.14
186.24,26,7.16,94.81,32.91,14.95,0.0,8.58,4,150.49,1.238,175.24,0.0,0,6.91,0.0,0.039,broke,0,"Village family allowance, studying in Phnom Penh",227.98,19.49
66.63,7,9.52,37.29,12.78,5.66,0.0,3.7,23,150.82,0.442,197.06,0.0,0,4.69,0.0,0.024,broke,0,"Village family allowance, studying in Phnom Penh",288.26,0.52
98.08,28,3.5,45.34,19.68,8.78,0.0,4.97,2,82.98,1.182,99.92,0.0,0,1.51,0.0,0.015,broke,0,"Village family allowance, studying in Phnom Penh",100.11,12.15
120.44,29,4.15,54.53,19.18,10.34,0.0,5.5,1,99.43,1.211,113.68,0.0,0,0.7,0.0,0.006,broke,0,"Village family allowance, studying in Phnom Penh",131.82,17.08
155.32,24,6.47,75.26,27.61,12.54,0.0,7.21,6,126.52,1.228,144.55,0.0,0,0.84,0.0,0.006,broke,0,"Village family allowance, studying in Phnom Penh",201.86,13.21
22.21,6,3.7,10.83,4.18,1.74,0.0,1.15,24,71.21,0.312,84.27,0.0,0,1.87,0.0,0.022,broke,0,"Village family allowance, studying in Phnom Penh",110.66,1.33
98.3,22,4.47,44.44,18.16,7.29,16.51,4.62,8,106.83,0.92,142.85,49.54,1,0.0,0.347,0.0,broke,1,"Village family allowance, studying in Phnom Penh",144.29,34.55
81.9,21,3.9,36.88,15.66,6.26,0.0,4.06,9,89.88,0.911,119.31,0.0,0,2.35,0.0,0.02,broke,0,"Village family allowance, studying in Phnom Penh",118.46,10.6
112.89,16,7.06,51.49,21.16,7.96,0.0,6.22,14,89.83,1.257,116.18,0.0,0,3.27,0.0,0.028,broke,0,"Village family allowance, studying in Phnom Penh",188.9,16.67
93.78,30,3.13,48.63,18.72,8.0,0.0,5.03,0,79.9,1.174,105.72,0.0,0,1.87,0.0,0.018,broke,0,"Village family allowance, studying in Phnom Penh",93.78,12.73
111.76,22,5.08,54.88,19.38,9.39,0.0,5.41,8,111.84,0.999,131.07,0.0,0,3.56,0.0,0.027,broke,0,"Village family allowance, studying in Phnom Penh",153.15,9.64
52.5,8,6.56,27.77,9.99,3.88,0.0,2.83,22,140.63,0.373,181.53,0.0,0,1.54,0.0,0.008,broke,0,"Village family allowance, studying in Phnom Penh",208.19,7.93
44.04,11,4.0,22.42,8.48,3.37,0.0,2.32,19,103.64,0.425,123.76,0.0,0,1.32,0.0,0.011,broke,0,"Village family allowance, studying in Phnom Penh",110.84,7.87
38.21,7,5.46,19.93,6.47,3.12,0.0,2.05,23,89.61,0.426,106.72,0.0,0,4.03,0.0,0.038,broke,0,"Village family allowance, studying in Phnom Penh",172.85,4.91
41.87,10,4.19,19.79,7.15,3.17,0.0,2.27,20,104.87,0.399,123.19,0.0,0,2.63,0.0,0.021,broke,0,"Village family allowance, studying in Phnom Penh",109.23,3.54
2.68,1,2.68,1.39,0.48,0.24,0.0,0.13,29,80.97,0.033,107.82,0.0,0,2.43,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",85.5,4.25
200.7,25,8.03,96.19,33.89,14.78,0.0,10.7,5,160.63,1.249,179.81,0.0,0,3.99,0.0,0.022,broke,0,"Village family allowance, studying in Phnom Penh",231.69,27.42
25.89,5,5.18,12.99,5.02,2.23,0.0,1.43,25,124.86,0.207,155.99,0.0,0,0.28,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",167.07,7.22
68.72,13,5.29,33.77,11.43,6.08,0.0,3.65,17,135.54,0.507,153.12,0.0,0,3.84,0.0,0.025,broke,0,"Village family allowance, studying in Phnom Penh",149.38,8.53
31.03,5,6.21,15.13,5.46,2.52,0.0,1.45,25,140.21,0.221,171.89,0.0,0,4.93,0.0,0.029,broke,0,"Village family allowance, studying in Phnom Penh",186.21,9.67
129.43,26,4.98,63.19,25.81,11.04,0.0,6.14,4,128.51,1.007,164.64,0.0,0,3.86,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",146.72,13.39
54.72,13,4.21,26.16,10.38,3.98,0.0,2.52,17,82.19,0.666,102.66,0.0,0,1.19,0.0,0.012,broke,0,"Village family allowance, studying in Phnom Penh",126.51,8.17
186.16,26,7.16,92.42,37.16,13.52,0.0,10.31,4,128.1,1.453,157.46,0.0,0,0.49,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",219.14,31.75
52.4,15,3.49,28.78,9.48,4.48,0.0,2.45,15,78.88,0.664,92.83,0.0,0,2.59,0.0,0.028,broke,0,"Village family allowance, studying in Phnom Penh",101.76,8.03
91.86,13,7.07,47.83,17.66,7.4,7.4,4.69,17,157.37,0.584,179.34,22.19,1,0.0,0.124,0.0,broke,1,"Village family allowance, studying in Phnom Penh",197.46,20.2
100.69,28,3.6,45.88,17.94,7.61,0.0,5.45,2,97.43,1.033,106.99,0.0,0,2.41,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",114.13,10.59
22.82,3,7.61,12.6,3.96,1.65,0.0,1.14,27,112.47,0.203,131.43,0.0,0,2.68,0.0,0.02,broke,0,"Village family allowance, studying in Phnom Penh",223.85,3.38
177.78,23,7.73,92.06,33.7,15.46,0.0,8.84,7,180.55,0.985,199.0,0.0,0,4.58,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",254.08,8.37
10.55,2,5.27,5.77,1.78,0.89,0.0,0.57,28,150.91,0.07,185.86,0.0,0,2.96,0.0,0.016,broke,0,"Village family allowance, studying in Phnom Penh",183.12,10.29
66.34,19,3.49,35.51,13.29,5.4,0.0,3.09,11,76.25,0.87,93.85,0.0,0,3.18,0.0,0.034,broke,0,"Village family allowance, studying in Phnom Penh",112.17,3.39
28.85,6,4.81,12.76,5.22,2.38,0.0,1.35,24,117.79,0.245,129.72,0.0,0,2.13,0.0,0.016,broke,0,"Village family allowance, studying in Phnom Penh",149.97,10.33
154.81,28,5.53,82.23,30.45,13.07,0.0,8.54,2,105.94,1.461,117.36,0.0,0,4.61,0.0,0.039,broke,0,"Village family allowance, studying in Phnom Penh",164.5,30.03
67.05,26,2.58,32.85,10.67,5.52,7.34,3.0,4,61.58,1.089,81.69,22.01,1,0.0,0.269,0.0,broke,1,"Village family allowance, studying in Phnom Penh",77.79,34.1
83.85,17,4.93,39.99,14.33,7.38,0.0,4.56,13,113.61,0.738,138.42,0.0,0,5.35,0.0,0.039,broke,0,"Village family allowance, studying in Phnom Penh",134.07,1.51
156.89,21,7.47,75.08,25.93,11.66,0.0,8.39,9,167.38,0.937,187.29,0.0,0,6.4,0.0,0.034,broke,0,"Village family allowance, studying in Phnom Penh",199.75,10.09
107.61,23,4.68,56.63,19.35,7.66,0.0,5.49,7,108.26,0.994,119.75,0.0,0,2.73,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",136.91,11.75
163.11,26,6.27,89.92,29.51,13.01,0.0,8.31,4,145.68,1.12,176.05,0.0,0,7.02,0.0,0.04,broke,0,"Village family allowance, studying in Phnom Penh",171.97,14.66
9.81,4,2.45,5.46,1.79,0.72,0.0,0.45,26,68.02,0.144,88.68,0.0,0,1.34,0.0,0.015,broke,0,"Village family allowance, studying in Phnom Penh",76.46,11.13
11.01,3,3.67,6.01,2.0,0.91,0.0,0.56,27,65.5,0.168,86.36,0.0,0,2.75,0.0,0.032,broke,0,"Village family allowance, studying in Phnom Penh",108.02,14.02
106.72,24,4.45,52.86,17.0,7.55,0.0,5.36,6,111.89,0.954,140.32,0.0,0,0.96,0.0,0.007,broke,0,"Village family allowance, studying in Phnom Penh",143.44,10.76
101.4,30,3.38,49.91,17.82,8.26,0.0,5.17,0,83.64,1.212,101.49,0.0,0,0.21,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",101.6,19.07
75.62,22,3.44,41.46,15.12,6.27,0.0,4.09,8,70.51,1.073,85.59,0.0,0,2.91,0.0,0.034,broke,0,"Village family allowance, studying in Phnom Penh",97.21,13.19
26.05,5,5.21,12.93,4.64,2.33,0.0,1.27,25,112.57,0.231,142.96,0.0,0,4.25,0.0,0.03,broke,0,"Village family allowance, studying in Phnom Penh",147.85,6.32
170.04,29,5.86,84.74,28.59,12.61,0.0,7.82,1,121.1,1.404,152.0,0.0,0,3.29,0.0,0.022,broke,0,"Village family allowance, studying in Phnom Penh",170.04,29.32
42.42,7,6.06,23.49,7.13,3.8,0.0,2.12,23,128.75,0.33,143.2,0.0,0,3.32,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",169.17,5.35
108.77,14,7.77,50.49,19.25,8.69,0.0,4.86,16,132.16,0.823,160.15,0.0,0,1.05,0.0,0.007,broke,0,"Village family allowance, studying in Phnom Penh",224.14,8.78
65.51,9,7.28,29.65,11.65,4.97,0.0,2.96,21,148.51,0.441,163.7,0.0,0,0.17,0.0,0.001,broke,0,"Village family allowance, studying in Phnom Penh",225.31,0.0
136.32,25,5.45,73.15,22.95,10.27,0.0,6.05,5,111.37,1.224,135.24,0.0,0,3.64,0.0,0.027,broke,0,"Village family allowance, studying in Phnom Penh",162.45,24.21
92.24,16,5.76,46.89,17.37,7.54,0.0,5.03,14,111.0,0.831,130.5,0.0,0,0.29,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",164.25,10.96
47.53,8,5.94,26.22,8.34,4.22,0.0,2.49,22,138.07,0.344,153.76,0.0,0,2.95,0.0,0.019,broke,0,"Village family allowance, studying in Phnom Penh",182.37,11.04
119.5,25,4.78,63.21,22.72,9.49,0.0,5.56,5,107.11,1.116,138.14,0.0,0,3.13,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",154.11,15.26
67.38,23,2.93,31.69,11.62,5.82,0.0,3.58,7,66.06,1.02,87.17,0.0,0,0.25,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",85.71,12.99
36.81,15,2.45,16.73,7.28,3.3,0.0,1.7,15,66.83,0.551,87.4,0.0,0,1.7,0.0,0.019,broke,0,"Village family allowance, studying in Phnom Penh",67.72,4.77
86.34,29,2.98,44.87,14.47,6.8,10.46,4.0,1,64.64,1.336,86.83,31.37,1,0.0,0.361,0.0,broke,1,"Village family allowance, studying in Phnom Penh",86.34,54.21
63.22,21,3.01,29.28,12.07,5.59,13.8,2.85,9,65.84,0.96,82.77,41.39,1,0.0,0.5,0.0,broke,1,"Village family allowance, studying in Phnom Penh",86.11,44.07
69.23,14,4.94,31.06,11.26,5.43,10.57,3.3,16,114.16,0.606,149.33,31.71,1,0.0,0.212,0.0,broke,1,"Village family allowance, studying in Phnom Penh",149.91,24.89
83.15,14,5.94,42.18,13.68,6.74,0.0,3.98,16,135.77,0.612,170.94,0.0,0,4.81,0.0,0.028,broke,0,"Village family allowance, studying in Phnom Penh",168.75,7.08
76.07,20,3.8,39.73,12.11,5.67,0.0,3.41,10,91.23,0.834,111.5,0.0,0,3.78,0.0,0.034,broke,0,"Village family allowance, studying in Phnom Penh",120.4,7.89
37.61,12,3.13,18.06,6.51,2.74,0.0,1.69,18,80.89,0.465,93.27,0.0,0,2.07,0.0,0.022,broke,0,"Village family allowance, studying in Phnom Penh",82.93,10.13
57.14,17,3.36,31.79,9.11,4.89,0.0,2.73,13,86.01,0.664,102.58,0.0,0,3.32,0.0,0.032,broke,0,"Village family allowance, studying in Phnom Penh",105.77,0.26
90.42,26,3.48,46.87,15.41,7.36,0.0,4.82,4,73.64,1.228,96.76,0.0,0,1.06,0.0,0.011,broke,0,"Village family allowance, studying in Phnom Penh",99.15,18.44
122.35,17,7.2,54.39,20.24,10.71,0.0,5.47,13,147.74,0.828,191.26,0.0,0,0.69,0.0,0.004,broke,0,"Village family allowance, studying in Phnom Penh",231.24,0.0
27.61,9,3.07,14.39,4.73,2.24,0.0,1.45,21,71.67,0.385,84.4,0.0,0,2.55,0.0,0.03,broke,0,"Village family allowance, studying in Phnom Penh",97.51,0.54
49.61,7,7.09,24.41,9.06,4.27,0.0,2.31,23,144.22,0.344,156.99,0.0,0,0.04,0.0,0.0,broke,0,"Village family allowance, studying in Phnom Penh",219.91,13.52
131.45,23,5.72,61.26,21.79,9.25,10.5,6.92,7,129.57,1.015,148.45,31.51,1,0.0,0.212,0.0,broke,1,"Village family allowance, studying in Phnom Penh",155.93,34.16
94.59,23,4.11,43.39,17.78,6.69,0.0,4.3,7,98.51,0.96,127.75,0.0,0,0.28,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",130.93,4.58
21.03,5,4.21,11.43,3.74,1.85,15.08,1.04,25,83.77,0.251,119.51,45.25,1,0.0,0.379,0.0,broke,1,"Village family allowance, studying in Phnom Penh",113.65,35.22
19.54,5,3.91,10.19,3.7,1.41,0.0,0.88,25,74.0,0.264,92.86,0.0,0,2.19,0.0,0.024,broke,0,"Village family allowance, studying in Phnom Penh",120.44,5.97
156.13,30,5.2,73.81,26.38,11.4,0.0,8.46,0,129.89,1.202,143.1,0.0,0,0.66,0.0,0.005,broke,0,"Village family allowance, studying in Phnom Penh",156.13,19.83
6.31,1,6.31,2.99,1.23,0.5,0.0,0.35,29,134.38,0.047,169.13,0.0,0,2.75,0.0,0.016,broke,0,"Village family allowance, studying in Phnom Penh",213.58,6.11
57.9,10,5.79,32.15,10.85,4.27,0.0,2.88,20,151.63,0.382,191.89,0.0,0,6.87,0.0,0.036,broke,0,"Village family allowance, studying in Phnom Penh",159.8,4.66
59.41,9,6.6,32.18,10.74,4.87,0.0,2.93,21,117.9,0.504,138.49,0.0,0,3.73,0.0,0.027,broke,0,"Village family allowance, studying in Phnom Penh",222.6,0.93
163.71,25,6.55,82.55,31.57,13.4,0.0,7.82,5,141.66,1.156,156.7,0.0,0,0.37,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",194.88,22.73
69.88,18,3.88,37.94,12.2,5.54,0.0,3.09,12,69.59,1.004,91.97,0.0,0,1.37,0.0,0.015,broke,0,"Village family allowance, studying in Phnom Penh",114.8,10.35
181.14,22,8.23,99.29,31.14,14.75,0.0,9.06,8,170.04,1.065,188.84,0.0,0,7.3,0.0,0.039,broke,0,"Village family allowance, studying in Phnom Penh",244.74,15.97
45.99,11,4.18,24.05,8.37,3.86,0.0,2.54,19,116.19,0.396,134.16,0.0,0,1.4,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",121.55,4.14
156.0,30,5.2,86.55,26.07,13.57,0.0,7.47,0,124.41,1.254,148.47,0.0,0,3.3,0.0,0.022,broke,0,"Village family allowance, studying in Phnom Penh",156.0,25.75
20.81,4,5.2,11.54,3.59,1.69,0.0,1.02,26,108.48,0.192,131.92,0.0,0,5.2,0.0,0.039,broke,0,"Village family allowance, studying in Phnom Penh",144.36,6.42
149.55,27,5.54,81.78,25.43,10.63,0.0,7.05,3,130.17,1.149,144.45,0.0,0,0.29,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",177.18,15.15
99.74,26,3.84,52.88,16.72,8.39,0.0,4.66,4,84.22,1.184,96.25,0.0,0,2.43,0.0,0.025,broke,0,"Village family allowance, studying in Phnom Penh",116.43,18.96
38.2,8,4.78,17.08,6.98,2.75,0.0,2.1,22,126.49,0.302,163.48,0.0,0,1.64,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",156.06,7.7
9.07,2,4.54,4.0,1.45,0.74,0.0,0.48,28,100.02,0.091,116.73,0.0,0,1.53,0.0,0.013,broke,0,"Village family allowance, studying in Phnom Penh",134.6,11.03
118.66,25,4.75,56.45,19.08,8.36,8.69,5.37,5,105.23,1.128,141.96,26.08,1,0.0,0.184,0.0,broke,1,"Village family allowance, studying in Phnom Penh",154.46,36.42
40.53,9,4.5,20.45,7.28,3.48,0.0,2.11,21,83.36,0.486,97.62,0.0,0,0.56,0.0,0.006,broke,0,"Village family allowance, studying in Phnom Penh",125.49,0.0
76.74,17,4.51,34.13,14.97,6.68,0.0,3.93,13,92.92,0.826,120.69,0.0,0,1.41,0.0,0.012,broke,0,"Village family allowance, studying in Phnom Penh",144.65,7.76
137.81,30,4.59,75.86,27.39,10.11,0.0,6.12,0,112.65,1.223,146.33,0.0,0,5.83,0.0,0.04,broke,0,"Village family allowance, studying in Phnom Penh",137.81,19.94
156.7,24,6.53,75.75,28.89,12.87,0.0,7.95,6,132.01,1.187,148.65,0.0,0,4.7,0.0,0.032,broke,0,"Village family allowance, studying in Phnom Penh",202.01,21.73
8.01,2,4.01,4.37,1.37,0.69,0.0,0.39,28,87.11,0.092,101.73,0.0,0,3.87,0.0,0.038,broke,0,"Village family allowance, studying in Phnom Penh",118.84,5.2
182.11,27,6.74,88.78,30.33,14.78,0.0,9.53,3,138.82,1.312,151.57,0.0,0,1.53,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",197.82,26.76
57.88,13,4.45,29.85,9.36,4.61,0.0,2.69,17,87.32,0.663,106.32,0.0,0,3.22,0.0,0.03,broke,0,"Village family allowance, studying in Phnom Penh",141.37,5.08
123.57,18,6.87,67.16,20.47,9.47,0.0,5.69,12,131.99,0.936,171.38,0.0,0,1.64,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",216.09,11.27
79.88,13,6.14,36.09,14.15,5.82,0.0,3.93,17,143.55,0.556,162.91,0.0,0,5.57,0.0,0.034,broke,0,"Village family allowance, studying in Phnom Penh",195.12,0.0
35.34,10,3.53,19.37,6.0,3.08,0.0,1.83,20,91.96,0.384,113.66,0.0,0,4.22,0.0,0.037,broke,0,"Village family allowance, studying in Phnom Penh",105.13,4.83
16.16,4,4.04,8.67,2.69,1.39,0.0,0.89,26,90.19,0.179,110.89,0.0,0,1.58,0.0,0.014,broke,0,"Village family allowance, studying in Phnom Penh",119.16,9.18
172.71,28,6.17,96.21,28.72,13.36,11.57,9.16,2,137.63,1.255,159.0,34.7,1,0.0,0.218,0.0,broke,1,"Village family allowance, studying in Phnom Penh",187.19,45.27
136.84,28,4.89,62.36,27.24,12.0,0.0,6.59,2,92.11,1.486,108.19,0.0,0,0.67,0.0,0.006,broke,0,"Village family allowance, studying in Phnom Penh",150.79,29.48
148.28,28,5.3,68.47,24.26,10.85,0.0,7.7,2,129.59,1.144,167.4,0.0,0,0.35,0.0,0.002,broke,0,"Village family allowance, studying in Phnom Penh",169.16,16.13
84.91,16,5.31,42.8,14.55,6.44,0.0,4.13,14,127.57,0.666,153.54,0.0,0,3.15,0.0,0.021,broke,0,"Village family allowance, studying in Phnom Penh",152.25,12.15
65.93,15,4.4,31.7,11.35,5.85,0.0,3.53,15,112.34,0.587,138.39,0.0,0,2.48,0.0,0.018,broke,0,"Village family allowance, studying in Phnom Penh",125.8,5.27
107.34,20,5.37,49.8,18.22,9.09,0.0,5.98,10,127.72,0.84,158.82,0.0,0,0.6,0.0,0.004,broke,0,"Village family allowance, studying in Phnom Penh",173.17,6.19
71.71,29,2.47,37.19,11.68,5.4,13.28,3.95,1,67.09,1.069,81.07,39.84,1,0.0,0.491,0.0,broke,1,"Village family allowance, studying in Phnom Penh",71.71,50.94
22.28,2,11.14,11.2,4.22,1.87,0.0,1.1,28,155.98,0.143,171.73,0.0,0,2.01,0.0,0.012,broke,0,"Village family allowance, studying in Phnom Penh",336.38,3.15
125.63,20,6.28,62.0,21.11,10.42,15.16,6.56,10,120.91,1.039,162.99,45.49,1,0.0,0.279,0.0,broke,1,"Village family allowance, studying in Phnom Penh",172.31,35.62
97.31,15,6.49,53.84,15.5,8.65,0.0,4.46,15,138.34,0.703,169.3,0.0,0,4.41,0.0,0.026,broke,0,"Village family allowance, studying in Phnom Penh",190.66,8.93
80.05,23,3.48,36.63,16.03,6.76,0.0,3.76,7,98.79,0.81,122.08,0.0,0,2.86,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",104.61,0.0
34.1,8,4.26,17.71,5.95,2.82,0.0,1.65,22,82.73,0.412,95.16,0.0,0,2.0,0.0,0.021,broke,0,"Village family allowance, studying in Phnom Penh",136.45,8.41
78.43,17,4.61,43.15,15.06,6.99,0.0,3.65,13,129.9,0.604,162.87,0.0,0,4.28,0.0,0.026,broke,0,"Village family allowance, studying in Phnom Penh",135.51,6.29
24.6,4,6.15,12.2,4.84,2.09,0.0,1.32,26,106.57,0.231,134.96,0.0,0,4.28,0.0,0.032,broke,0,"Village family allowance, studying in Phnom Penh",197.97,6.77
123.75,23,5.38,59.78,22.03,8.78,0.0,6.02,7,101.77,1.216,134.96,0.0,0,5.0,0.0,0.037,broke,0,"Village family allowance, studying in Phnom Penh",169.95,22.74
86.8,17,5.11,48.47,17.07,6.8,0.0,4.21,13,111.48,0.779,140.75,0.0,0,4.18,0.0,0.03,broke,0,"Village family allowance, studying in Phnom Penh",140.51,10.22
60.07,15,4.0,28.84,9.76,5.13,0.0,2.97,15,76.38,0.786,96.57,0.0,0,0.44,0.0,0.005,broke,0,"Village family allowance, studying in Phnom Penh",112.53,9.11
37.04,9,4.12,19.85,6.84,2.77,0.0,1.9,21,95.08,0.39,104.8,0.0,0,2.5,0.0,0.024,broke,0,"Village family allowance, studying in Phnom Penh",131.1,13.42
87.86,14,6.28,45.35,14.08,7.87,0.0,4.25,16,140.86,0.624,154.5,0.0,0,1.22,0.0,0.008,broke,0,"Village family allowance, studying in Phnom Penh",194.01,8.1
162.06,28,5.79,81.51,29.87,13.17,16.11,8.4,2,137.37,1.18,190.68,48.34,1,0.0,0.253,0.0,broke,1,"Village family allowance, studying in Phnom Penh",162.06,43.78
131.92,22,6.0,58.18,23.66,11.41,0.0,6.15,8,140.33,0.94,171.3,0.0,0,1.76,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",161.6,8.86
12.58,2,6.29,6.71,2.1,1.05,0.0,0.64,28,124.23,0.101,150.51,0.0,0,0.85,0.0,0.006,broke,0,"Village family allowance, studying in Phnom Penh",171.62,9.14
135.36,26,5.21,63.7,23.77,11.63,0.0,7.53,4,108.49,1.248,129.08,0.0,0,3.3,0.0,0.026,broke,0,"Village family allowance, studying in Phnom Penh",163.39,28.24
239.21,24,9.97,130.97,47.77,20.88,0.0,12.19,6,181.23,1.32,198.57,0.0,0,0.53,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",308.44,25.46
149.94,27,5.55,69.75,26.45,13.04,0.0,6.98,3,153.16,0.979,168.78,0.0,0,0.59,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",158.58,9.8
110.24,23,4.79,50.19,19.86,8.95,0.0,5.3,7,86.75,1.271,107.93,0.0,0,3.2,0.0,0.03,broke,0,"Village family allowance, studying in Phnom Penh",149.76,18.36
119.71,19,6.3,55.12,20.6,10.47,0.0,6.07,11,151.95,0.788,172.8,0.0,0,2.54,0.0,0.015,broke,0,"Village family allowance, studying in Phnom Penh",189.12,1.83
38.55,10,3.86,20.54,6.27,3.37,0.0,1.84,20,110.32,0.349,145.62,0.0,0,3.3,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",117.27,7.29
29.17,4,7.29,13.07,5.21,2.43,0.0,1.55,26,93.84,0.311,123.96,0.0,0,4.7,0.0,0.038,broke,0,"Village family allowance, studying in Phnom Penh",223.07,3.89
50.59,7,7.23,24.65,9.48,4.02,0.0,2.46,23,139.82,0.362,169.14,0.0,0,0.22,0.0,0.001,broke,0,"Village family allowance, studying in Phnom Penh",196.15,7.17
23.76,8,2.97,10.65,4.26,1.89,0.0,1.12,22,78.33,0.303,92.02,0.0,0,0.5,0.0,0.005,broke,0,"Village family allowance, studying in Phnom Penh",91.96,3.54
80.14,17,4.71,38.98,13.91,7.18,0.0,3.99,13,104.52,0.767,129.01,0.0,0,2.28,0.0,0.018,broke,0,"Village family allowance, studying in Phnom Penh",153.23,4.74
162.31,24,6.76,88.8,28.63,13.87,7.85,8.92,6,158.12,1.026,191.16,23.56,1,0.0,0.123,0.0,broke,1,"Village family allowance, studying in Phnom Penh",197.45,27.61
91.18,29,3.14,50.8,16.37,6.52,0.0,5.04,1,78.96,1.155,98.23,0.0,0,2.29,0.0,0.023,broke,0,"Village family allowance, studying in Phnom Penh",97.81,18.73
85.07,15,5.67,46.88,14.28,7.12,0.0,4.46,15,113.79,0.748,143.02,0.0,0,0.19,0.0,0.001,broke,0,"Village family allowance, studying in Phnom Penh",183.38,10.0
144.55,21,6.88,73.96,25.75,11.12,0.0,7.17,9,146.02,0.99,179.5,0.0,0,0.23,0.0,0.001,broke,0,"Village family allowance, studying in Phnom Penh",202.1,12.5
120.12,22,5.46,65.35,19.57,9.28,0.0,6.21,8,112.99,1.063,123.07,0.0,0,1.17,0.0,0.01,broke,0,"Village family allowance, studying in Phnom Penh",166.66,7.84
77.91,8,9.74,40.55,14.51,5.85,0.0,3.45,22,157.99,0.493,177.76,0.0,0,7.05,0.0,0.04,broke,0,"Village family allowance, studying in Phnom Penh",302.22,6.98
44.54,12,3.71,24.85,8.02,3.53,0.0,2.0,18,94.54,0.471,116.82,0.0,0,0.29,0.0,0.003,broke,0,"Village family allowance, studying in Phnom Penh",108.44,6.35
63.06,25,2.52,35.19,10.66,4.9,0.0,3.0,5,62.06,1.016,80.43,0.0,0,1.37,0.0,0.017,broke,0,"Village family allowance, studying in Phnom Penh",73.28,10.27
